Restaurant Name,Zip Code,Inspection Date,Score,Address,Facility ID,Process Description
Tony C's Pizza & Wine Bar,78717,06/13/2017,87,"10526 W PARMER LN
AUSTIN, TX 78717
(30.496704, -97.774871)",10925608,Routine Inspection
Tropical Smoothie Cafe,78758,12/08/2016,93,"11928 STONEHOLLOW DR
AUSTIN, TX 78758
(30.401258, -97.704221)",11099446,Routine Inspection
Villa Pizza (Food Court),78746,02/06/2017,87,"2901 S CAPITAL OF TEXAS HWY NB
AUSTIN, TX 78746
(30.255443, -97.810066)",2801072,Routine Inspection
Tokyo Gardens Catering,78723,12/01/2015,96,"1801 E 51ST ST
AUSTIN, TX 78723
(30.302589, -97.697714)",10990336,Routine Inspection
Tortilleria Rio Grande ,78745,03/23/2015,83,"500 W WILLIAM CANNON DR Unit 402
AUSTIN, TX 78745
(30.196231, -97.785737)",10507284,Routine Inspection
Tyson's Tacos,78751,07/20/2016,71,"4905 AIRPORT BLVD
AUSTIN, TX 78751
(30.309652, -97.715564)",10933597,Routine Inspection
"Verts Mediterranean Grill, Inc. ",78705,01/11/2016,94,"2530 GUADALUPE ST
AUSTIN, TX 78705
(30.289893, -97.741401)",10618521,Routine Inspection
Trinity Hall,78701,03/15/2016,91,"311 E 5TH ST
AUSTIN, TX 78701
(30.266226, -97.739945)",11047175,Routine Inspection
Virginia L Brown Sr. Nutrition Program,78752,11/10/2014,96,"7500 BLESSING AVE
AUSTIN, TX 78752
(30.331949, -97.693032)",10039193,Routine Inspection
Tortilleria El Taquito,78758,04/17/2017,86,"8610 N LAMAR BLVD Unit 114
AUSTIN, TX 78758
(30.354921, -97.703466)",10968460,Routine Inspection
Tomunchi Frozen Yogurt,78758,03/06/2015,91,"1701 W PARMER LN Unit 105
AUSTIN, TX 78758
(30.412667, -97.68955)",10120967,Routine Inspection
WL - Belmont Village West Lake Hills,78746,07/28/2017,100,"4310 BEE CAVES RD
WEST LAKE HILLS, TX 78746
(30.286816, -97.813592)",11112559,Routine Inspection
Twin Liquors,78751,04/28/2016,95,"1000 E 41ST ST Unit 810
AUSTIN, TX 78751
(30.298553, -97.720058)",10175477,Routine Inspection
Tyson's Tacos,78751,01/20/2016,79,"4905 AIRPORT BLVD
AUSTIN, TX 78751
(30.309652, -97.715564)",10933597,Routine Inspection
Tropical Smoothie Cafe,78758,06/06/2016,86,"11928 STONEHOLLOW DR
AUSTIN, TX 78758
(30.401258, -97.704221)",11099446,Routine Inspection
VV - Volente Beach Club,78641,10/28/2016,92,"16107 WHARF CV
VOLENTE, TX 78641
(30.442229, -97.913283)",2800729,Routine Inspection
Trianon Coffee,78746,06/09/2015,96,"3201 BEE CAVES RD Unit 163
AUSTIN, TX 78746
(30.273599, -97.799243)",11004049,Routine Inspection
Tuk Tuk Thai Cafe,78745,03/29/2017,87,"5517 MANCHACA RD
AUSTIN, TX 78745
(30.216111, -97.796923)",10883510,Routine Inspection
Tokyo Garden Catering,78731,05/29/2015,100,"7025 VILLAGE CENTER DR
AUSTIN, TX 78731
(30.352678, -97.756119)",2802634,Routine Inspection
Virginia L Brown Sr. Nutrition Program,78752,11/18/2015,100,"7500 BLESSING AVE
AUSTIN, TX 78752
(30.331949, -97.693032)",10039193,Routine Inspection
Together Restaurant,78758,04/21/2017,73,"9200 N LAMAR BLVD Unit 101
AUSTIN, TX 78758
(30.361294, -97.698022)",11391827,Routine Inspection
Trudy's North Star,78757,08/19/2015,87,"8820 BURNET RD
AUSTIN, TX 78757
(30.370703, -97.72705)",2800417,Routine Inspection
Vince Young Steakhouse,78701,12/01/2016,83,"301 SAN JACINTO BLVD
AUSTIN, TX 78701
(30.264899, -97.741333)",10483507,Routine Inspection
Tortilleria Rio Grande ,78745,10/02/2015,91,"500 W WILLIAM CANNON DR Unit 402
AUSTIN, TX 78745
(30.196231, -97.785737)",10507284,Routine Inspection
Tortilleria Krystal,78753,10/09/2015,86,"1033 E HOWARD LN Bunit C
AUSTIN, TX 78753
(30.409133, -97.647939)",11170853,Routine Inspection
Truluck's,78759,01/14/2015,97,"10225 RESEARCH BLVD NB
AUSTIN, TX 78759
(30.394877, -97.745915)",2801908,Routine Inspection
Tropicana Bar & Grill,78721,05/04/2017,91,"1141-1/2 AIRPORT BLVD
AUSTIN, TX 78721
(30.271281, -97.697215)",11411568,Routine Inspection
University United Methodist Church,78705,12/10/2014,92,"2409 GUADALUPE ST
AUSTIN, TX 78705
(30.288244, -97.741558)",11146058,Routine Inspection
Vasquez Mexican Restaurant #2,78758,06/13/2017,90,"9063 RESEARCH BLVD NB
AUSTIN, TX 78758
(30.374064, -97.727482)",2801933,Routine Inspection
Verde's Mexican Parrilla,78738,09/27/2016,91,"16018 HAMILTON POOL RD
AUSTIN, TX 78738
(30.298029, -98.006885)",10121745,Routine Inspection
"Verts Mediterranean Grill, Inc. ",78741,01/28/2016,96,"1920 E RIVERSIDE DR Bunit 110
AUSTIN, TX 78741
(30.241939, -97.728297)",11269479,Routine Inspection
Twin Liquors #10,78726,06/23/2017,98,"7301 N FM 620 RD Unit 105
AUSTIN, TX 78726
(30.40541, -97.853164)",10526406,Routine Inspection
Tokyo Japanese Restaurant,78746,02/16/2016,93,"3201 BEE CAVES RD Unit 100
AUSTIN, TX 78746
(30.273599, -97.799243)",10850624,Routine Inspection
University Medical Center Brackenridge,78701,09/20/2016,89,"601 E 15TH ST
AUSTIN, TX 78701
(30.275055, -97.732977)",10955890,Routine Inspection
Village @ Marbridge,78652,07/01/2016,96,"2310 BLISS SPILLAR RD
AUSTIN, TX 78652
(30.136731, -97.855979)",10208073,Routine Inspection
"WL - MOD Super Fast Pizza, LLC",78746,05/17/2016,92,"701 S CAPITAL OF TEXAS HWY NB Unit F-600
WEST LAKE HILLS, TX 78746
(30.292189, -97.828184)",11313184,Routine Inspection
U-Flote-M,78734,06/05/2015,100,"6410 HUDSON BEND RD
AUSTIN, TX 78734
(30.428317, -97.924489)",10989704,Routine Inspection
Vic's Bar-B-Que,78741,03/08/2017,83,"3502 BURLESON RD
AUSTIN, TX 78741
(30.216242, -97.734508)",2801051,Routine Inspection
7-Eleven #36562H,78744,01/29/2015,78,"6422 S US 183 HWY SB
AUSTIN, TX 78744
",10874472,Routine Inspection
7-Eleven #36562H,78744,02/03/2017,88,"6422 S US 183 HWY SB
AUSTIN, TX 78744
",10874472,Routine Inspection
7-Eleven #36562H,78744,03/16/2016,74,"6422 S US 183 HWY SB
AUSTIN, TX 78744
",10874472,Routine Inspection
7-Eleven #36562H,78744,03/25/2015,72,"6422 S US 183 HWY SB
AUSTIN, TX 78744
",10874472,Routine Inspection
7-Eleven #36562H,78744,07/18/2017,80,"6422 S US 183 HWY SB
AUSTIN, TX 78744
",10874472,Routine Inspection
7-Eleven #36562H,78744,08/16/2016,80,"6422 S US 183 HWY SB
AUSTIN, TX 78744
",10874472,Routine Inspection
7-Eleven #36562H,78744,10/26/2015,78,"6422 S US 183 HWY SB
AUSTIN, TX 78744
",10874472,Routine Inspection
7-Eleven #36562H,78744,10/28/2014,85,"6422 S US 183 HWY SB
AUSTIN, TX 78744
",10874472,Routine Inspection
Vintage Villas Hotel,78734,01/28/2015,90,"4209 ECK LN
AUSTIN, TX 78734
(30.40425, -97.931555)",11066450,Routine Inspection
Turner-Roberts Recreation Center,78724,10/28/2015,93,"7201 COLONY LOOP DR
AUSTIN, TX 78724
(30.302601, -97.637029)",10184483,Routine Inspection
Village @ Marbridge,78652,01/27/2015,100,"2310 BLISS SPILLAR RD
AUSTIN, TX 78652
(30.136731, -97.855979)",10208073,Routine Inspection
Travis Co. East Rural Comm. Ctr.,78653,08/20/2015,97,"600 W CARRIE MANOR ST
MANOR, TX 78653
(30.339764, -97.559936)",2802779,Routine Inspection
Twin Peaks,78745,06/04/2015,91,"701 E STASSNEY LN
AUSTIN, TX 78745
(30.2, -97.77)",10080943,Routine Inspection
7-Eleven 36559H,78734,01/28/2015,89,"3636 N FM 620 RD
AUSTIN, TX 78734
",10874261,Routine Inspection
7-Eleven 36559H,78734,01/30/2017,74,"3636 N FM 620 RD
AUSTIN, TX 78734
",10874261,Routine Inspection
7-Eleven 36559H,78734,02/02/2016,75,"3636 N FM 620 RD
AUSTIN, TX 78734
",10874261,Routine Inspection
7-Eleven 36559H,78734,04/17/2015,85,"3636 N FM 620 RD
AUSTIN, TX 78734
",10874261,Routine Inspection
7-Eleven 36559H,78734,07/22/2016,93,"3636 N FM 620 RD
AUSTIN, TX 78734
",10874261,Routine Inspection
7-Eleven 36559H,78734,08/25/2015,86,"3636 N FM 620 RD
AUSTIN, TX 78734
",10874261,Routine Inspection
7-Eleven 36559H,78734,08/28/2017,71,"3636 N FM 620 RD
AUSTIN, TX 78734
",10874261,Routine Inspection
Tom Thumb # 2987 Fuel Station,78732,10/07/2016,100,"5145 N FM 620 RD Bldg M
AUSTIN, TX 78732
(30.390367, -97.884685)",10957389,Routine Inspection
Twice the Ice,78702,11/19/2014,100,"1144 AIRPORT BLVD
AUSTIN, TX 78702
(30.272318, -97.697534)",10748848,Routine Inspection
Tokyo Gardens Catering,78744,07/06/2016,98,"6607 S IH 35 SVRD NB
AUSTIN, TX 78744
(30.18997, -97.770312)",10743813,Routine Inspection
Tokyo Gardens,78753,12/15/2015,100,"500 CANYON RIDGE DR
AUSTIN, TX 78753
(30.403174, -97.672214)",2802959,Routine Inspection
Twice the Ice,78757,02/09/2017,100,"8400 BURNET RD Unit 3
AUSTIN, TX 78757
(30.364881, -97.728552)",11232070,Routine Inspection
Uchi,78704,05/16/2017,81,"801 S LAMAR BLVD
AUSTIN, TX 78704
(30.257725, -97.759946)",2801891,Routine Inspection
7-Eleven Convenience Store # 35473A,78660,06/30/2016,96,"1624 E HOWARD LN
AUSTIN, TX 78660
",11348497,Routine Inspection
7-Eleven Convenience Store # 35473A,78660,08/23/2017,87,"1624 E HOWARD LN
AUSTIN, TX 78660
",11348497,Routine Inspection
7-Eleven Convenience Store # 35473A,78660,12/22/2015,90,"1624 E HOWARD LN
AUSTIN, TX 78660
",11348497,Routine Inspection
7-Eleven Convenience Store # 35473A,78660,12/27/2016,94,"1624 E HOWARD LN
AUSTIN, TX 78660
",11348497,Routine Inspection
VFW Post #856,78704,01/21/2015,100,"406 E ALPINE RD
AUSTIN, TX 78704
(30.224747, -97.757614)",2800629,Routine Inspection
UT Golf Club,78732,02/11/2015,94,"2200 UNIVERSITY CLUB DR
AUSTIN, TX 78732
(30.356651, -97.891374)",2802127,Routine Inspection
Vitamin Cottage Natural Food Markets,78758,09/11/2015,100,"10515 N MOPAC EXPY NB Bldg L
AUSTIN, TX 78758
(30.392147, -97.733029)",10492569,Routine Inspection
Twice the Ice,78702,06/23/2015,100,"1144 AIRPORT BLVD
AUSTIN, TX 78702
(30.272318, -97.697534)",10748848,Routine Inspection
Twin Creeks Country Club,78613,07/30/2015,90,"3201 TWIN CREEKS CLUB DR
CEDAR PARK, TX 78613
(30.461431, -97.856666)",10197578,Routine Inspection
Tokyo Gardens Catering,78759,08/31/2016,93,"10710 RESEARCH BLVD SB
AUSTIN, TX 78759
(30.398617, -97.746473)",2802635,Routine Inspection
Vandegrift High School,78750,10/04/2016,94,"9500 MC NEIL DR
AUSTIN, TX 78750
(30.395309, -97.826822)",10417414,Routine Inspection
Travis County  DWI Treatment,78617,06/05/2017,91,"3404 S FM 973 RD
AUSTIN, TX 78617
(30.201019, -97.640338)",2800878,Routine Inspection
Toms,78704,08/10/2015,93,"1401 S CONGRESS AVE
AUSTIN, TX 78704
(30.249751, -97.749609)",11099415,Routine Inspection
Tutty Frutty,78745,06/14/2016,92,"500 W WILLIAM CANNON DR Unit 506A
AUSTIN, TX 78745
(30.196231, -97.785737)",11315789,Routine Inspection
7-Eleven Convenience Store # 36564A,78732,02/02/2015,100,"7002 N FM 620 RD
AUSTIN, TX 78732
",11066939,Routine Inspection
7-Eleven Convenience Store # 36564A,78732,05/25/2016,89,"7002 N FM 620 RD
AUSTIN, TX 78732
",11066939,Routine Inspection
7-Eleven Convenience Store # 36564A,78732,06/15/2017,87,"7002 N FM 620 RD
AUSTIN, TX 78732
",11066939,Routine Inspection
7-Eleven Convenience Store # 36564A,78732,07/01/2015,89,"7002 N FM 620 RD
AUSTIN, TX 78732
",11066939,Routine Inspection
7-Eleven Convenience Store # 36564A,78732,11/24/2015,91,"7002 N FM 620 RD
AUSTIN, TX 78732
",11066939,Routine Inspection
7-Eleven Convenience Store # 36564A,78732,12/09/2016,93,"7002 N FM 620 RD
AUSTIN, TX 78732
",11066939,Routine Inspection
Tinseltown USA Pflugerville,78660,02/19/2015,95,"15436 FM 1825
PFLUGERVILLE, TX 78660
(30.447657, -97.662334)",2801050,Routine Inspection
Tokyo Electron #6273,78741,04/26/2016,82,"2400 GROVE BLVD
AUSTIN, TX 78741
(30.221712, -97.707703)",2800816,Routine Inspection
Tropical Smoothie Cafe,78752,02/22/2017,81,"6001 AIRPORT BLVD
AUSTIN, TX 78752
(30.325241, -97.715995)",11197932,Routine Inspection
Travis Co Jail,78701,05/06/2015,100,"500 W 10TH ST
AUSTIN, TX 78701
(30.273145, -97.746189)",2800336,Routine Inspection
Voodoo Doughnut,78701,07/14/2017,96,"212 E 6TH ST
AUSTIN, TX 78701
(30.267483, -97.740777)",11404240,Routine Inspection
"Verts Mediterranean Grill, Inc. ",78757,01/28/2016,71,"2438 W ANDERSON LN Bunit 1
AUSTIN, TX 78757
(30.356395, -97.731374)",10828778,Routine Inspection
Vaqueros Cafe,78746,09/01/2017,100,"1801 S CAPITAL OF TEXAS HWY NB
AUSTIN, TX 78746
(30.270926, -97.817687)",11745160,Routine Inspection
Torchy's Tacos,78704,07/15/2016,95,"3005 S LAMAR BLVD Bunit 116
AUSTIN, TX 78704
(30.242145, -97.784375)",10558516,Routine Inspection
Twin Liquors #10,78726,01/06/2017,96,"7301 N FM 620 RD Unit 105
AUSTIN, TX 78726
(30.40541, -97.853164)",10526406,Routine Inspection
Vitamin Cottage Natural Food Markets,78758,04/15/2015,100,"10515 N MOPAC EXPY NB Bldg L
AUSTIN, TX 78758
(30.392147, -97.733029)",10492569,Routine Inspection
Tiny Pies,78756,04/01/2015,100,"5035 BURNET RD
AUSTIN, TX 78756
(30.322272, -97.739359)",11100198,Routine Inspection
WL - Belmont Village West Lake Hills,78746,05/12/2015,92,"4310 BEE CAVES RD
WEST LAKE HILLS, TX 78746
(30.286816, -97.813592)",11112559,Routine Inspection
Town Food Mart,78745,01/14/2016,99,"800 E WILLIAM CANNON DR
AUSTIN, TX 78745
(30.191052, -97.771828)",10104331,Routine Inspection
Trifecta on 3rd,78701,02/05/2015,90,"360 NUECES ST Unit 10
AUSTIN, TX 78701
(30.267075, -97.749458)",10487240,Routine Inspection
Torchy's Tacos,78756,04/22/2015,95,"5119 BURNET RD
AUSTIN, TX 78756
(30.323329, -97.739436)",10496904,Routine Inspection
"Trophy Club, The",78701,01/07/2016,93,"308 1/2 E 6TH ST
AUSTIN, TX 78701
(30.267358, -97.740337)",10564086,Routine Inspection
Tropicana Cuban Restaurant Inc,78753,09/05/2017,82,"220 E ANDERSON LN WB
AUSTIN, TX 78753
(30.343272, -97.703988)",11622860,Routine Inspection
Tokyo Gardens,78726,04/20/2017,100,"11521 N FM 620 RD
AUSTIN, TX 78726
(30.4545, -97.82678)",2802916,Routine Inspection
University Baptist Church,78705,08/13/2015,97,"2130 GUADALUPE ST
AUSTIN, TX 78705
(30.284747, -97.741879)",10117252,Routine Inspection
Twin Creeks CC Temp Snack Bar,78613,06/20/2017,82,"3201 TWIN CREEKS CLUB DR
CEDAR PARK, TX 78613
(30.461431, -97.856666)",2802235,Routine Inspection
Village on the Park Onion Creek LLC,78748,11/08/2016,97,"11300 FARRAH LN
AUSTIN, TX 78748
(30.141115, -97.800118)",11476954,Routine Inspection
Voodoo Doughnut,78701,08/12/2016,88,"212 E 6TH ST
AUSTIN, TX 78701
(30.267483, -97.740777)",11404240,Routine Inspection
"Vanilla Orchid, The",78757,10/12/2015,100,"7433 BURNET RD
AUSTIN, TX 78757
(30.350366, -97.734407)",11318835,Routine Inspection
Travis High School,78704,11/13/2014,100,"1211 E OLTORF ST
AUSTIN, TX 78704
(30.234768, -97.743904)",2800307,Routine Inspection
Travis County  DWI Treatment,78617,12/30/2014,94,"3404 S FM 973 RD
AUSTIN, TX 78617
(30.201019, -97.640338)",2800878,Routine Inspection
UT Golf Club,78732,08/09/2016,88,"2200 UNIVERSITY CLUB DR
AUSTIN, TX 78732
(30.356651, -97.891374)",2802127,Routine Inspection
Town Food Mart,78745,02/06/2015,83,"800 E WILLIAM CANNON DR
AUSTIN, TX 78745
(30.191052, -97.771828)",10104331,Routine Inspection
Travis County  DWI Treatment,78617,03/29/2016,98,"3404 S FM 973 RD
AUSTIN, TX 78617
(30.201019, -97.640338)",2800878,Routine Inspection
Twice the Ice,78745,04/14/2017,100,"746 W STASSNEY LN
AUSTIN, TX 78745
(30.208987, -97.78379)",10952835,Routine Inspection
Voodoo Doughnut,78701,03/16/2016,92,"212 E 6TH ST
AUSTIN, TX 78701
(30.267483, -97.740777)",11404240,Routine Inspection
Tiny Pies,78756,03/20/2017,97,"5035 BURNET RD
AUSTIN, TX 78756
(30.322272, -97.739359)",11100198,Routine Inspection
Travis Co. - South Rural Community Ctr.,78617,05/22/2015,100,"3518 S FM 973 RD
AUSTIN, TX 78617
(30.198086, -97.642453)",2802676,Routine Inspection
Touche,78701,01/15/2015,87,"417 E 6TH ST
AUSTIN, TX 78701
(30.266911, -97.73869)",2801223,Routine Inspection
Tiny Feet Daycare # 2,78745,01/08/2016,94,"1408 W STASSNEY LN
AUSTIN, TX 78745
(30.212801, -97.792065)",10920285,Routine Inspection
Tokyo Gardens Catering,78749,11/21/2016,100,"6900 BRODIE LN
AUSTIN, TX 78749
(30.215283, -97.829514)",2803002,Routine Inspection
Vic's Bar-B-Que,78741,09/12/2016,87,"3502 BURLESON RD
AUSTIN, TX 78741
(30.216242, -97.734508)",2801051,Routine Inspection
Torchy's Tacos,78723,08/15/2016,96,"1801 E 51ST ST Bunit 450
AUSTIN, TX 78723
(30.302589, -97.697714)",11232472,Routine Inspection
Torchy's Tacos,78723,12/18/2015,90,"1801 E 51ST ST Bunit 450
AUSTIN, TX 78723
(30.302589, -97.697714)",11232472,Routine Inspection
UT Golf Club,78732,04/14/2017,88,"2200 UNIVERSITY CLUB DR
AUSTIN, TX 78732
(30.356651, -97.891374)",2802127,Routine Inspection
WL - HEB #29 (Cafe on the Run),78746,05/19/2015,97,"701 S CAPITAL OF TEXAS HWY NB
WEST LAKE HILLS, TX 78746
(30.292189, -97.828184)",10111240,Routine Inspection
University Towers,78705,09/01/2017,95,"801 W 24TH ST
AUSTIN, TX 78705
(30.288042, -97.746267)",10814775,Routine Inspection
"Verts Mediterranean Grill, Inc. ",78729,07/30/2015,100,"6301 W PARMER LN
AUSTIN, TX 78729
(30.445314, -97.743259)",11081922,Routine Inspection
WL - Izumi Sushi,78746,01/20/2016,87,"701 S CAPITAL OF TEXAS HWY NB Unit E-550
WEST LAKE HILLS, TX 78746
(30.292189, -97.828184)",10303654,Routine Inspection
WL - Chipotle Mexican Grill #43,78746,11/02/2015,98,"3300 BEE CAVES RD Unit 670
WEST LAKE HILLS, TX 78746
(30.274794, -97.800964)",10179442,Routine Inspection
UTea Town,78705,03/20/2015,97,"2901 MEDICAL ARTS ST Unit 300
AUSTIN, TX 78705
(30.288704, -97.728825)",11141230,Routine Inspection
Villa Pizza (Food Court),78746,06/28/2016,94,"2901 S CAPITAL OF TEXAS HWY NB
AUSTIN, TX 78746
(30.255443, -97.810066)",2801072,Routine Inspection
Umi Sushi Bar & Grill,78745,11/17/2014,71,"5510 S IH 35 SVRD SB
AUSTIN, TX 78745
(30.200293, -97.763074)",2801677,Routine Inspection
Tokyo Japanese Restaurant,78746,04/09/2015,90,"3201 BEE CAVES RD Unit 100
AUSTIN, TX 78746
(30.273599, -97.799243)",10850624,Routine Inspection
"VV - AC VIP Marina, LLC",78641,04/29/2015,100,"16107 FM 2769 #B
VOLENTE, TX 78641
(30.441667, -97.912305)",10406162,Routine Inspection
WL - Eanes Elementary,78746,02/23/2016,97,"4101 BEE CAVES RD
WEST LAKE HILLS, TX 78746
(30.283612, -97.811109)",10002740,Routine Inspection
Tutty Frutty,78745,12/20/2016,93,"500 W WILLIAM CANNON DR Unit 506A
AUSTIN, TX 78745
(30.196231, -97.785737)",11315789,Routine Inspection
"Verts Mediterranean Grill, Inc. ",78741,07/02/2015,92,"1920 E RIVERSIDE DR Bunit 110
AUSTIN, TX 78741
(30.241939, -97.728297)",11269479,Routine Inspection
Travis High School,78704,04/15/2015,97,"1211 E OLTORF ST
AUSTIN, TX 78704
(30.234768, -97.743904)",2800307,Routine Inspection
Tokyo Gardens,78753,05/24/2017,100,"500 CANYON RIDGE DR
AUSTIN, TX 78753
(30.403174, -97.672214)",2802959,Routine Inspection
Travis Co. - South Rural Community Ctr.,78617,12/12/2016,99,"3518 S FM 973 RD
AUSTIN, TX 78617
(30.198086, -97.642453)",2802676,Routine Inspection
Tokyo Gardens,78748,07/29/2015,92,"2110 W SLAUGHTER LN
AUSTIN, TX 78748
(30.173754, -97.825398)",2803164,Routine Inspection
Viva Meat Market,78758,07/18/2016,63,"8610 N LAMAR BLVD Unit 100
AUSTIN, TX 78758
(30.354921, -97.703466)",10769105,Routine Inspection
Varsity Pizza,78705,01/03/2017,93,"3000 DUVAL ST
AUSTIN, TX 78705
(30.291958, -97.734106)",2801433,Routine Inspection
Uncle Julio's Fine Mexican Food ,78701,01/27/2015,84,"301 BRAZOS ST Unit 150
AUSTIN, TX 78701
(30.2651, -97.742451)",10963502,Routine Inspection
University Baptist Church,78705,01/27/2016,89,"2130 GUADALUPE ST
AUSTIN, TX 78705
(30.284747, -97.741879)",10117252,Routine Inspection
Trader Joe's #454,78759,04/28/2017,93,"9722 GREAT HILLS TRL
AUSTIN, TX 78759
(30.394529, -97.75208)",11146920,Routine Inspection
W Hotel Austin - Concessionaire of Alcohol,78701,06/06/2017,99,"200 LAVACA ST
AUSTIN, TX 78701
(30.265623, -97.746363)",10509270,Routine Inspection
Torchy's Tacos,78705,12/03/2015,91,"2801 GUADALUPE ST Unit 5-B
AUSTIN, TX 78705
(30.293624, -97.741933)",10149497,Routine Inspection
WL - Mother Teresa House,78746,02/10/2017,100,"903 S CAPITAL OF TEXAS HWY NB
WEST LAKE HILLS, TX 78746
(30.288505, -97.827418)",2803248,Routine Inspection
Towneplace Suites Austin/North Tech Ridge,78753,07/31/2017,95,"12427 TECH RIDGE BLVD
AUSTIN, TX 78753
(30.398911, -97.668134)",11610039,Routine Inspection
Villa Pizza (Food Court),78746,09/01/2017,93,"2901 S CAPITAL OF TEXAS HWY NB
AUSTIN, TX 78746
(30.255443, -97.810066)",2801072,Routine Inspection
Umi Sushi Bar & Grill,78745,04/22/2015,90,"5510 S IH 35 SVRD SB
AUSTIN, TX 78745
(30.200293, -97.763074)",2801677,Routine Inspection
Trudy's North Star,78757,12/26/2014,86,"8820 BURNET RD
AUSTIN, TX 78757
(30.370703, -97.72705)",2800417,Routine Inspection
Varsity Pizza,78705,07/18/2017,84,"3000 DUVAL ST
AUSTIN, TX 78705
(30.291958, -97.734106)",2801433,Routine Inspection
Trader Joe's #454,78759,10/31/2016,91,"9722 GREAT HILLS TRL
AUSTIN, TX 78759
(30.394529, -97.75208)",11146920,Routine Inspection
Travis Heights Elementary,78704,10/31/2014,100,"2010 ALAMEDA DR
AUSTIN, TX 78704
(30.240952, -97.745965)",2800308,Routine Inspection
Tropical Smoothie Cafe,78752,07/28/2015,90,"6001 AIRPORT BLVD
AUSTIN, TX 78752
(30.325241, -97.715995)",11197932,Routine Inspection
Violet Crown Cinema,78701,08/03/2016,85,"434 W 2ND ST
AUSTIN, TX 78701
(30.265392, -97.748126)",10578995,Routine Inspection
Tokyo Gardens Catering,78759,02/08/2017,100,"10710 RESEARCH BLVD SB
AUSTIN, TX 78759
(30.398617, -97.746473)",2802635,Routine Inspection
Twin Liquors #10,78726,08/25/2015,96,"7301 N FM 620 RD Unit 105
AUSTIN, TX 78726
(30.40541, -97.853164)",10526406,Routine Inspection
VFW #8787,78753,03/31/2015,73,"500 VFW RD
AUSTIN, TX 78753
(30.39186, -97.66921)",2800115,Routine Inspection
WL - Blue Dahlia Bistro,78746,01/27/2017,100,"3663 BEE CAVES RD
WEST LAKE HILLS, TX 78746
(30.279035, -97.806503)",10733978,Routine Inspection
Tiny Feet Daycare # 2,78745,08/01/2017,81,"1408 W STASSNEY LN
AUSTIN, TX 78745
(30.212801, -97.792065)",10920285,Routine Inspection
University of Texas Golf Club Pool,78732,03/09/2016,96,"2210 UNIVERSITY CLUB DR
AUSTIN, TX 78732
(30.356608, -97.891452)",10921010,Routine Inspection
